Date,Land Class,Land Category,Commodity,Volume
08/01/2011,Native American,Onshore,Coal Prod Vol (tons),1454592
08/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2162388
08/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26237554
08/01/2011,Federal,Onshore,Gas Prod Vol (mcf),310826051
08/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9825421
09/01/2011,Federal,Onshore,Coal Prod Vol (tons),37324003
09/01/2011,Native American,Onshore,Coal Prod Vol (tons),1698967
09/01/2011,Federal,Onshore,Gas Prod Vol (mcf),314877337
09/01/2011,Federal,Offshore,Gas Prod Vol (mcf),130388401
09/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2076573
09/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25041004
09/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9548693
09/01/2011,Federal,Offshore,Oil Prod Vol (bbl),34587995
10/01/2011,Native American,Onshore,Coal Prod Vol (tons),2034208
10/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41943012
10/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2381101
10/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26138472
10/01/2011,Federal,Onshore,Coal Prod Vol (tons),40660412
10/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10026075
10/01/2011,Federal,Onshore,Gas Prod Vol (mcf),333004952
10/01/2011,Federal,Offshore,Gas Prod Vol (mcf),148438761
11/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2472685
11/01/2011,Native American,Onshore,Coal Prod Vol (tons),1886110
11/01/2011,Federal,Onshore,Gas Prod Vol (mcf),323702865
11/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9923332
11/01/2011,Federal,Onshore,Coal Prod Vol (tons),40681394
11/01/2011,Federal,Offshore,Gas Prod Vol (mcf),144154101
11/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40078413
11/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25563894
12/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2531892
12/01/2011,Federal,Onshore,Gas Prod Vol (mcf),329176549
12/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10166120
12/01/2011,Federal,Onshore,Coal Prod Vol (tons),41214293
12/01/2011,Native American,Onshore,Coal Prod Vol (tons),1235289
12/01/2011,Federal,Offshore,Gas Prod Vol (mcf),149275236
12/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26076720
12/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40799780
01/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2670141
01/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10286949
01/01/2012,Federal,Onshore,Coal Prod Vol (tons),39621589
01/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26585933
01/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42371529
01/01/2012,Native American,Onshore,Coal Prod Vol (tons),1981835
01/01/2012,Federal,Onshore,Gas Prod Vol (mcf),332567550
01/01/2012,Federal,Offshore,Gas Prod Vol (mcf),146853973
02/01/2012,Federal,Onshore,Coal Prod Vol (tons),36249605
02/01/2012,Federal,Onshore,Gas Prod Vol (mcf),309071504
02/01/2012,Federal,Offshore,Gas Prod Vol (mcf),135487179
02/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40147723
02/01/2012,Native American,Onshore,Gas Prod Vol (mcf),24902733
02/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2536190
02/01/2012,Native American,Onshore,Coal Prod Vol (tons),1848570
02/01/2012,Federal,Onshore,Oil Prod Vol (bbl),9752364
03/01/2012,Federal,Onshore,Gas Prod Vol (mcf),328681470
03/01/2012,Native American,Onshore,Coal Prod Vol (tons),1930970
03/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2777846
03/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26481837
03/01/2012,Federal,Offshore,Oil Prod Vol (bbl),43613510
03/01/2012,Federal,Offshore,Gas Prod Vol (mcf),145920616
03/01/2012,Federal,Onshore,Coal Prod Vol (tons),32908329
03/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10544295
04/01/2012,Federal,Offshore,Oil Prod Vol (bbl),39320671
04/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2787069
04/01/2012,Native American,Onshore,Coal Prod Vol (tons),1386877
04/01/2012,Federal,Onshore,Coal Prod Vol (tons),29041032
04/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10066334
04/01/2012,Federal,Onshore,Gas Prod Vol (mcf),313873061
04/01/2012,Federal,Offshore,Gas Prod Vol (mcf),137363324
04/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25586559
05/01/2012,Federal,Onshore,Coal Prod Vol (tons),31329856
05/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10446682
05/01/2012,Federal,Onshore,Gas Prod Vol (mcf),320209296
05/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2811422
05/01/2012,Federal,Offshore,Oil Prod Vol (bbl),38822569
05/01/2012,Federal,Offshore,Gas Prod Vol (mcf),136218453
05/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26421535
05/01/2012,Native American,Onshore,Coal Prod Vol (tons),1625737
06/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25315693
06/01/2012,Federal,Offshore,Gas Prod Vol (mcf),123805252
06/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35147767
06/01/2012,Federal,Onshore,Coal Prod Vol (tons),32317862
06/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2852986
06/01/2012,Native American,Onshore,Coal Prod Vol (tons),1568194
06/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10142043
06/01/2012,Federal,Onshore,Gas Prod Vol (mcf),308106487
07/01/2012,Federal,Offshore,Gas Prod Vol (mcf),133565729
07/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26153567
07/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3070518
07/01/2012,Native American,Onshore,Coal Prod Vol (tons),1447117
07/01/2012,Federal,Onshore,Coal Prod Vol (tons),39360710
07/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40555623
07/01/2012,Federal,Onshore,Gas Prod Vol (mcf),317505829
07/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10690710
08/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311499524
08/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26327589
08/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3153787
08/01/2012,Native American,Onshore,Coal Prod Vol (tons),1468942
08/01/2012,Federal,Offshore,Gas Prod Vol (mcf),114346490
08/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35705140
08/01/2012,Federal,Onshore,Coal Prod Vol (tons),40126533
08/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10786970
09/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3267799
09/01/2012,Federal,Onshore,Coal Prod Vol (tons),37476124
09/01/2012,Federal,Offshore,Gas Prod Vol (mcf),116053260
09/01/2012,Federal,Offshore,Oil Prod Vol (bbl),37032761
09/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25715943
09/01/2012,Federal,Onshore,Gas Prod Vol (mcf),300303737
09/01/2012,Native American,Onshore,Coal Prod Vol (tons),1427953
09/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10586215
10/01/2012,Native American,Onshore,Gas Prod Vol (mcf),27022735
10/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311281524
10/01/2012,Federal,Onshore,Coal Prod Vol (tons),35275148
10/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11199844
10/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132738053
10/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42876369
10/01/2012,Native American,Onshore,Coal Prod Vol (tons),1746130
10/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3737946
11/01/2012,Federal,Onshore,Gas Prod Vol (mcf),301257024
11/01/2012,Federal,Offshore,Gas Prod Vol (mcf),130674659
11/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42989847
11/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25910497
11/01/2012,Native American,Onshore,Coal Prod Vol (tons),1340397
11/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3695931
11/01/2012,Federal,Onshore,Coal Prod Vol (tons),36099698
11/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10881904
12/01/2012,Federal,Offshore,Oil Prod Vol (bbl),44284811
12/01/2012,Federal,Onshore,Coal Prod Vol (tons),32703305
12/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11228479
12/01/2012,Federal,Onshore,Gas Prod Vol (mcf),305694467
12/01/2012,Native American,Onshore,Coal Prod Vol (tons),1058533
12/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3830042
12/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26213088
12/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132157417
01/01/2013,Federal,Offshore,Gas Prod Vol (mcf),128828789
01/01/2013,Native American,Onshore,Gas Prod Vol (mcf),24745440
01/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3562491
01/01/2013,Native American,Onshore,Coal Prod Vol (tons),1414729
01/01/2013,Federal,Onshore,Gas Prod Vol (mcf),297231289
01/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11018967
01/01/2013,Federal,Onshore,Coal Prod Vol (tons),33492410
01/01/2013,Federal,Offshore,Oil Prod Vol (bbl),43030510
02/01/2013,Federal,Onshore,Oil Prod Vol (bbl),10174889
02/01/2013,Federal,Onshore,Gas Prod Vol (mcf),274040685
02/01/2013,Native American,Onshore,Coal Prod Vol (tons),1722483
02/01/2013,Native American,Onshore,Gas Prod Vol (mcf),23504777
02/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3508500
02/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38448062
02/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113767791
02/01/2013,Federal,Onshore,Coal Prod Vol (tons),30481388
03/01/2013,Federal,Onshore,Coal Prod Vol (tons),31554258
03/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26520488
03/01/2013,Federal,Offshore,Gas Prod Vol (mcf),123165425
03/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4193182
03/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40558883
03/01/2013,Native American,Onshore,Coal Prod Vol (tons),1601392
03/01/2013,Federal,Onshore,Gas Prod Vol (mcf),303451204
03/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11515595
04/01/2013,Federal,Onshore,Gas Prod Vol (mcf),295188348
04/01/2013,Native American,Onshore,Gas Prod Vol (mcf),25995101
04/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4034133
04/01/2013,Native American,Onshore,Coal Prod Vol (tons),1775937
04/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41775088
04/01/2013,Federal,Offshore,Gas Prod Vol (mcf),120833610
04/01/2013,Federal,Onshore,Coal Prod Vol (tons),30641951
04/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11286616
05/01/2013,Federal,Offshore,Gas Prod Vol (mcf),118972733
05/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4242100
05/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26666299
05/01/2013,Federal,Onshore,Gas Prod Vol (mcf),297802448
05/01/2013,Native American,Onshore,Coal Prod Vol (tons),1231695
05/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11536342
05/01/2013,Federal,Onshore,Coal Prod Vol (tons),32892522
05/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38906651
06/01/2013,Federal,Onshore,Gas Prod Vol (mcf),289851649
06/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11277908
06/01/2013,Federal,Onshore,Coal Prod Vol (tons),32945999
06/01/2013,Federal,Offshore,Oil Prod Vol (bbl),35322200
06/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109160091
06/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26210809
06/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4176266
06/01/2013,Native American,Onshore,Coal Prod Vol (tons),1464335
07/01/2013,Federal,Offshore,Gas Prod Vol (mcf),114719325
07/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27448954
07/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4622746
07/01/2013,Native American,Onshore,Coal Prod Vol (tons),1548969
07/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298379729
07/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11789119
07/01/2013,Federal,Onshore,Coal Prod Vol (tons),35878382
07/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40238209
08/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27247421
08/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109136315
08/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38444750
08/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298474594
08/01/2013,Federal,Onshore,Coal Prod Vol (tons),36459087
08/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11832716
08/01/2013,Native American,Onshore,Coal Prod Vol (tons),1719610
08/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4908268
09/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11555321
09/01/2013,Federal,Onshore,Coal Prod Vol (tons),35116078
09/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26367829
09/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4739420
09/01/2013,Native American,Onshore,Coal Prod Vol (tons),1632862
09/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113630915
09/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41195387
09/01/2013,Federal,Onshore,Gas Prod Vol (mcf),276761398
10/01/2013,Federal,Onshore,Gas Prod Vol (mcf),304192120
10/01/2013,Federal,Onshore,Coal Prod Vol (tons),32376034
10/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38063930
10/01/2013,Federal,Offshore,Gas Prod Vol (mcf),107193917
10/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4963931
10/01/2013,Native American,Onshore,Coal Prod Vol (tons),1750278
10/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27555097
10/01/2013,Federal,Onshore,Oil Prod Vol (bbl),12016950
11/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26391828
11/01/2013,Native American,Onshore,Coal Prod Vol (tons),1970620
11/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293463912
11/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11569321
11/01/2013,Federal,Onshore,Coal Prod Vol (tons),33665424
11/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40705222
11/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113186673
11/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4756378
12/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26047533
12/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41536399
12/01/2013,Federal,Offshore,Gas Prod Vol (mcf),112085694
12/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4688393
12/01/2013,Native American,Onshore,Coal Prod Vol (tons),1894694
12/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293567037
12/01/2013,Federal,Onshore,Coal Prod Vol (tons),32510561
12/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11843616
01/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12254202
01/01/2014,Federal,Onshore,Coal Prod Vol (tons),34790955
01/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4683921
01/01/2014,Native American,Onshore,Coal Prod Vol (tons),1757529
01/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26626687
01/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42113512
01/01/2014,Federal,Offshore,Gas Prod Vol (mcf),107846232
01/01/2014,Federal,Onshore,Gas Prod Vol (mcf),296475877
02/01/2014,Federal,Onshore,Gas Prod Vol (mcf),269360209
02/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4402235
02/01/2014,Native American,Onshore,Gas Prod Vol (mcf),24634501
02/01/2014,Federal,Offshore,Oil Prod Vol (bbl),38741358
02/01/2014,Federal,Onshore,Coal Prod Vol (tons),29682030
02/01/2014,Federal,Onshore,Oil Prod Vol (bbl),11341461
02/01/2014,Native American,Onshore,Coal Prod Vol (tons),1485922
02/01/2014,Federal,Offshore,Gas Prod Vol (mcf),100353829
03/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110289136
03/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42350207
03/01/2014,Native American,Onshore,Coal Prod Vol (tons),1998634
03/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12940464
03/01/2014,Federal,Onshore,Coal Prod Vol (tons),34623327
03/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27402130
03/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4866816
03/01/2014,Federal,Onshore,Gas Prod Vol (mcf),300498264
04/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44227740
04/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110515310
04/01/2014,Federal,Onshore,Coal Prod Vol (tons),32988348
04/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12699647
04/01/2014,Federal,Onshore,Gas Prod Vol (mcf),289096816
04/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27072288
04/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4879737
04/01/2014,Native American,Onshore,Coal Prod Vol (tons),1820690
05/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13477830
05/01/2014,Federal,Onshore,Coal Prod Vol (tons),34429428
05/01/2014,Native American,Onshore,Coal Prod Vol (tons),1935957
05/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5155734
05/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27619343
05/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116214621
05/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45565794
05/01/2014,Federal,Onshore,Gas Prod Vol (mcf),296612085
06/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13236478
06/01/2014,Native American,Onshore,Coal Prod Vol (tons),1138596
06/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44049359
06/01/2014,Federal,Offshore,Gas Prod Vol (mcf),112392061
06/01/2014,Federal,Onshore,Coal Prod Vol (tons),33330150
06/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26723039
06/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5235074
06/01/2014,Federal,Onshore,Gas Prod Vol (mcf),287710666
07/01/2014,Federal,Onshore,Coal Prod Vol (tons),35490509
07/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27629061
07/01/2014,Federal,Offshore,Gas Prod Vol (mcf),115129019
07/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45970762
07/01/2014,Native American,Onshore,Coal Prod Vol (tons),1683686
07/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5253788
07/01/2014,Federal,Onshore,Gas Prod Vol (mcf),295048199
07/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13992536
08/01/2014,Native American,Onshore,Gas Prod Vol (mcf),28293814
08/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46295033
08/01/2014,Native American,Onshore,Coal Prod Vol (tons),1750222
08/01/2014,Federal,Onshore,Gas Prod Vol (mcf),290278198
08/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13897901
08/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116132898
08/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5536101
08/01/2014,Federal,Onshore,Coal Prod Vol (tons),36037153
09/01/2014,Federal,Onshore,Gas Prod Vol (mcf),285506696
09/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44314603
09/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5376595
09/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26917107
09/01/2014,Native American,Onshore,Coal Prod Vol (tons),1690498
09/01/2014,Federal,Offshore,Gas Prod Vol (mcf),111795848
09/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13500457
09/01/2014,Federal,Onshore,Coal Prod Vol (tons),32763629
10/01/2014,Federal,Onshore,Coal Prod Vol (tons),35706815
10/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14745475
10/01/2014,Federal,Onshore,Gas Prod Vol (mcf),294728324
10/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116050717
10/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45952636
10/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27112208
10/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5425549
10/01/2014,Native American,Onshore,Coal Prod Vol (tons),1618495
11/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5309009
11/01/2014,Native American,Onshore,Coal Prod Vol (tons),1438145
11/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26242054
11/01/2014,Federal,Onshore,Coal Prod Vol (tons),34749343
11/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14363047
11/01/2014,Federal,Onshore,Gas Prod Vol (mcf),288003785
11/01/2014,Federal,Offshore,Gas Prod Vol (mcf),106704659
11/01/2014,Federal,Offshore,Oil Prod Vol (bbl),43283494
12/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5369563
12/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46728405
12/01/2014,Federal,Offshore,Gas Prod Vol (mcf),113023911
12/01/2014,Native American,Onshore,Coal Prod Vol (tons),1610645
12/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26988166
12/01/2014,Federal,Onshore,Coal Prod Vol (tons),34896430
12/01/2014,Federal,Onshore,Oil Prod Vol (bbl),15280171
12/01/2014,Federal,Onshore,Gas Prod Vol (mcf),295291567
01/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46704429
01/01/2015,Native American,Onshore,Coal Prod Vol (tons),1534367
01/01/2015,Federal,Onshore,Coal Prod Vol (tons),35837786
01/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15220599
01/01/2015,Federal,Onshore,Gas Prod Vol (mcf),290648623
01/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26652138
01/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5412944
01/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113368271
02/01/2015,Federal,Onshore,Gas Prod Vol (mcf),264783500
02/01/2015,Federal,Offshore,Oil Prod Vol (bbl),42327937
02/01/2015,Federal,Offshore,Gas Prod Vol (mcf),100576192
02/01/2015,Federal,Onshore,Coal Prod Vol (tons),30718492
02/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14138706
02/01/2015,Native American,Onshore,Gas Prod Vol (mcf),24016673
02/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5047626
02/01/2015,Native American,Onshore,Coal Prod Vol (tons),1558406
03/01/2015,Federal,Onshore,Oil Prod Vol (bbl),16281306
03/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5588873
03/01/2015,Federal,Offshore,Gas Prod Vol (mcf),101933470
03/01/2015,Federal,Offshore,Oil Prod Vol (bbl),44235910
03/01/2015,Federal,Onshore,Coal Prod Vol (tons),32855558
03/01/2015,Native American,Onshore,Coal Prod Vol (tons),1441836
03/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26967288
03/01/2015,Federal,Onshore,Gas Prod Vol (mcf),296743888
04/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113010854
04/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25671643
04/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5035810
04/01/2015,Native American,Onshore,Coal Prod Vol (tons),1541307
04/01/2015,Federal,Onshore,Coal Prod Vol (tons),28846112
04/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15873709
04/01/2015,Federal,Onshore,Gas Prod Vol (mcf),289543050
04/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46465840
05/01/2015,Federal,Onshore,Gas Prod Vol (mcf),294280339
05/01/2015,Federal,Onshore,Oil Prod Vol (bbl),16022540
05/01/2015,Federal,Onshore,Coal Prod Vol (tons),27400394
05/01/2015,Native American,Onshore,Coal Prod Vol (tons),1799151
05/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5085906
05/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26311248
05/01/2015,Federal,Offshore,Gas Prod Vol (mcf),117142766
05/01/2015,Federal,Offshore,Oil Prod Vol (bbl),45003548
06/01/2015,Federal,Offshore,Oil Prod Vol (bbl),43143757
06/01/2015,Native American,Onshore,Coal Prod Vol (tons),1698264
06/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5115349
06/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25159603
06/01/2015,Federal,Onshore,Coal Prod Vol (tons),28418282
06/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15521934
06/01/2015,Federal,Onshore,Gas Prod Vol (mcf),285081929
06/01/2015,Federal,Offshore,Gas Prod Vol (mcf),109719979
07/01/2015,Native American,Onshore,Coal Prod Vol (tons),1528851
07/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291340494
07/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15517664
07/01/2015,Federal,Offshore,Gas Prod Vol (mcf),121187670
07/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49229102
07/01/2015,Federal,Onshore,Coal Prod Vol (tons),32434763
07/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27099303
07/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5549472
08/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291416704
08/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15518042
08/01/2015,Federal,Onshore,Coal Prod Vol (tons),35097309
08/01/2015,Federal,Offshore,Gas Prod Vol (mcf),123314133
08/01/2015,Federal,Offshore,Oil Prod Vol (bbl),51147545
08/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27088700
08/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5523656
08/01/2015,Native American,Onshore,Coal Prod Vol (tons),1671527
09/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283270483
09/01/2015,Federal,Onshore,Coal Prod Vol (tons),32645633
09/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26100403
09/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5221691
09/01/2015,Native American,Onshore,Coal Prod Vol (tons),1660818
09/01/2015,Federal,Offshore,Gas Prod Vol (mcf),120441426
09/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50452460
09/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14857882
10/01/2015,Federal,Offshore,Gas Prod Vol (mcf),115302272
10/01/2015,Native American,Onshore,Coal Prod Vol (tons),1590550
10/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5404010
10/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27677446
10/01/2015,Federal,Onshore,Coal Prod Vol (tons),34933375
10/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15084187
10/01/2015,Federal,Onshore,Gas Prod Vol (mcf),291393802
10/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49587310
11/01/2015,Federal,Offshore,Gas Prod Vol (mcf),105588726
11/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27011343
11/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5329748
11/01/2015,Native American,Onshore,Coal Prod Vol (tons),1236781
11/01/2015,Federal,Onshore,Coal Prod Vol (tons),31907688
11/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14793464
11/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283335502
11/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46342274
12/01/2015,Federal,Onshore,Coal Prod Vol (tons),24654378
